freq[GHz], re(A), im(A), re(B), im(B), re(C), im(C), re(D), im(D)
0.5,3.6210489440977316,-3.9721204456015804,93.93608322400937,78.6650494727891,0.0693657045043123,-0.08077501932873071,2.031485383362306,1.6399315102907384
0.6,2.2763981263693234,-2.6374526745917994,82.06087330648901,60.34000023461307,0.041023526844898,-0.05439400378951432,1.866439250254195,1.2890475195761806
0.7,1.2299687645387454,-1.2967369023832962,56.83746556084368,32.811016791004235,0.01672555864511934,-0.02806566781715862,1.530440143499651,0.7627668242947195
0.8,1.020846631454858,-0.06108604780140217,1.6468506132195717,11.60889799716151,0.0019251597477495806,0.0017805962653664597,0.9575256563317704,0.08206209887350488
0.9,0.7432621238834869,0.24888691530279308,7.7584106487499955,-38.76446044039492,-0.0017067367656546438,-0.004732004924686146,0.9837671751412188,-0.2898020472707981
1,0.9234858919733472,-0.04564984011193714,5.1475027910516316,-6.862401754492823,-0.00041555921516807213,-0.004278113791089439,1.0472139085527836,0.03100781435267814
1.1,0.9906256100615497,-0.043962519066112746,1.706608043062116,4.771007534118551,0.0003447924956925523,9.831014804468431e-05,1.0075181461381642,0.046542124214024067
1.2,1.0062372492450684,-0.02596009809157826,-0.8323878604470816,13.43488142362633,0.0010613461006652143,0.004156880800835322,0.936522187002866,0.034893490339182355
1.3,0.9958453426937218,0.007226690469577578,-2.77995392417096,19.116972699316282,0.0017623647415742616,0.00766638765157735,0.8521280271315903,0.006246761877035644
1.4,0.997870240753285,0.08813025679122308,-5.830129679637325,20.875811492853252,0.0028837202965966906,0.011559003107225753,0.7370816323307026,-0.07230366871299937
1.5,-0.17546836692226336,0.5542173437754204,49.96887577959896,-57.3940846230935,-0.019488000025306828,-0.0004289911936970329,1.7983091499350543,-0.5722147890016027
1.6,0.8135222614959022,0.1475622276963716,3.232032834589554,-32.93219241237168,-0.0007420417984491661,-0.006949844708650001,0.9152650081101507,-0.16358938511856205
1.7,0.8607290178897241,0.06679124241046111,2.9155889309244953,-25.031350757222597,-0.0005816393067288473,-0.007064930307857781,0.9481227618446563,-0.08058925734110142
1.8,0.8981188013140013,0.037789733888287075,2.553648483575265,-19.932986716141414,-0.00044722392419953863,-0.006243288695272381,0.9715529671954833,-0.048705565670922366
1.9,0.9285031787678656,0.02299499901189945,2.124065667349641,-15.71246344284704,-0.000327304273797764,-0.005208510915708375,0.9873497058047469,-0.030828724059622597
2,0.9526882891045649,0.014103766136184939,1.6839774160361314,-11.925458132277583,-0.00022479960024414668,-0.004103929517060453,0.9976078174374953,-0.019208920656344233
2.1,0.9713420707477365,0.008158945374521883,1.2736250655793055,-8.40989866659479,-0.00013289034345057536,-0.002977144825192602,1.0034590892318513,-0.01118178669774406
2.2,0.9850320450761022,0.0039046943049407326,0.9158226124855734,-5.0981934395218325,-4.4020960204476154e-05,-0.0018515898158417193,1.0055495453360377,-0.00547968369340984
2.3,0.9942703051815245,0.0007815577187664289,0.6174280024513337,-1.9616917906954456,4.5862790044725484e-05,-0.0007422283127228901,1.004325725728315,-0.0013408624589978865
2.4,0.9995364193524988,-0.0014662013460591144,0.3730970005383402,1.0128685119501495,0.0001366363750677189,0.00034116475565142026,1.00016654060988,0.0017329311103727882
2.5,1.001272497324586,-0.002968270553156775,0.17063034007655606,3.834370535723927,0.00022531788949963825,0.0013934765832368421,0.9934192096511357,0.004045310999479665
2.6,0.9998678776342312,-0.003801598459367203,-0.003823692943159665,6.51146565138317,0.00030802966244562947,0.002413764119425572,0.9843899206530866,0.005739508597017608
2.7,0.9956504074321724,-0.004007771351564728,-0.16209080186133368,9.052825974648213,0.00038165578380825295,0.003404297968159514,0.9733258022045329,0.006833849733423973
2.8,0.9888911295212655,-0.0035832853709634,-0.31226765529601447,11.465565329166743,0.00044478876159419526,0.0043694132398017956,0.9604063383356355,0.0072573592222817465
2.9,0.9798209928159456,-0.0024580563595694395,-0.45874566925304405,13.753061969330188,0.0004979790554502254,0.005314581501041103,0.9457471266583736,0.006874107974978872
3,0.9686559334904078,-0.0004649291006412195,-0.6034899416051304,15.91258340394609,0.0005435251738686131,0.00624606609092244,0.9294098759648747,0.005483434432158084
3.1,0.9556296083786381,0.002711055109065483,-0.7482448571067157,17.932267077918844,0.0005851494155555074,0.007171539177748,0.9114072404587283,0.002779437780042629
3.2,0.9410423208747017,0.007640220450634753,-0.8978253775266893,19.785657583870247,0.0006280445335809076,0.008102366500004038,0.8916835866451225,-0.001764952872161657
